,0
0,0.02074511614821234
1,-0.001850086010449073
2,0.0007545119830594388
3,-0.0006390108564626185
4,0.01326476104125189
5,-0.007958937826141738
6,-0.0030485785654330577
7,-4.4395708795330613e-07
8,-0.0016770752741652878
9,0.012824370076165909
10,0.04705218501259842
11,-0.002001077198478543
12,0.0033654012760691854
13,-0.008792535010054489
14,0.00729117216483563
15,-0.004174721176152918
16,0.0069199854942631756
17,0.02568064060692593
18,-4.4395708795330613e-07
19,-0.017936938835089802
20,0.003739733596392264
21,0.009496272640016151
22,-0.007870859633124533
23,0.007171637474312306
24,0.015658600501469264
25,-0.008106783364420597
26,0.01866269601330578
27,0.011226380002853933
28,-0.005945721985748692
29,-0.009456267107434066
30,0.007986360759721367
31,-0.019343044273614343
32,-0.008037579069907097
33,0.003525829413350501
34,0.003554140261106037
35,0.00528739327369443
36,0.024110961381369464
37,0.007555406743887216
38,-4.4395708795330613e-07
39,0.009543457386275364
40,-0.014416956764152583
41,0.010068780894627927
42,0.001566089618717903
43,0.026564568186848506
44,-0.000705069501225522
45,0.011789451308213864
46,-0.006694386626394863
47,-0.006131315321034919
48,-0.0017525708681800228
49,-0.008676145969281776
50,0.0017925764007621081
51,0.014620536083766594
52,0.02392851369583386
53,-0.02007912631525803
54,-0.0030611611644355136
55,0.0054163649134695985
56,0.009279222807223778
57,-0.00243203121431268
58,0.010540628357220055
59,-0.0015292297358864282
60,-0.006552832387617211
61,0.014431797098729757
62,0.011852364303226157
63,-0.0009504301817734179
64,-0.00026153288638892935
65,-0.019855785182964436
66,0.06840485551976727
67,-0.005524204919166387
68,0.02228963017576388
69,-0.00719139928699189
70,-0.011107733226506503
71,0.005762386386037169
72,-5.077435309777667e-05
73,0.021984502149954316
74,-0.028971878160244234
75,0.00682876165149536
76,0.038647008878957445
77,0.010496589260711453
78,0.006875946397754573
79,-0.0064427346463457325
80,0.010782843388017327
81,-0.004253362419918277
82,-0.0021143205895006595
83,-0.022381741932707602
84,0.03870992187396974
85,0.02292819707513856
86,0.04275837310301012
87,-0.0014002580961112454
88,0.001544070070463588
89,0.0020159175330557166
90,-0.008776806761301423
91,-0.0059834697827560596
92,-0.006552832387617211
93,0.015372346374163376
94,-0.0175122761187569
95,0.01149376023165613
96,-0.011277598313039663
97,0.00971961377230976
98,-0.004350877562187314
99,0.011471740683401843
100,0.005432093162222679
101,0.0026576300821809923
102,0.004007113825194461
103,0.0005060056527609325
104,-0.004608820841737679
105,0.00818139104425944
106,-0.004873055420789266
107,-0.005524204919166387
108,0.008807375344631649
109,0.007932884713960933
110,0.06738881065031888
111,0.007067831032542035
112,0.04166054134004579
113,-4.4395708795330613e-07
114,-0.00582304164547473
115,0.0003738883632351392
116,0.0036013250073652497
117,0.020949583382002257
118,-0.020670508468373497
119,-0.012881879685852873
120,0.0001882950279488843
121,-0.011997952105930298
122,-0.00785198573462087
123,0.00032670361697591244
124,0.004677137222075287
125,0.02328365549695796
126,0.007130744027554314
127,0.0022424043150999218
128,-0.02198853571388082
129,-0.009777123381996725
130,-0.0021489227367574026
131,-0.013013996975378667
132,-0.001164334364815181
133,-0.013627398676748434
134,0.015850485136256726
135,0.01487533371356635
136,0.005202460730427849
137,0.0066242944177054425
138,0.0007545119830594388
139,-0.003035995966430602
140,0.005523317004990494
141,-0.00022693073913217232
142,0.006303438143142798
143,-0.003029704666929367
144,-0.004715772933258547
145,0.004110920266964732
146,-0.01682652447312301
147,0.0073509395100972985
148,-0.007896024831129458
149,0.0032081187885384804
150,0.0023933955031294057
151,-0.014140139586098527
152,-0.0021080292899994246
153,-0.007572022906816203
154,-0.014580530551184509
155,0.002682795280185904
156,0.007920302114958477
157,-0.008326978846963595
158,-0.0005572239629466624
159,-0.004420081856700828
160,-0.012796947142586307
161,0.006419827183915525
162,-0.011022800683239922
163,-0.0019664750512218
164,-0.012564169061040853
165,0.04181467817782589
166,-0.0020923010412463583
167,0.023595074822268747
168,0.0014717201261994634
169,-0.01576014920766483
170,-0.00928011072139967
171,-0.0069428929566933695
172,-0.01507754321178155
173,0.017662379392610478
174,0.0016038374157252566
175,0.01336227618352094
176,0.011452866784898152
177,-0.0100382123112977
178,-0.018792555567256855
179,-0.002727722290870413
180,-0.016892583117885912
181,-0.009742521234739968
182,0.02890493160130543
183,-5.077435309777667e-05
184,-0.005860789442482098
185,-0.0038098258050816847
186,0.001805158999764564
187,0.002210947817593803
188,-0.006376676001582829
189,-0.005835624244477186
190,0.012056831537016074
191,0.00038647096223759503
192,0.012796059228410386
193,0.0009369596685950554
194,0.0048407110091072125
195,0.0030445450015065406
196,0.002849514716968468
197,-0.0290096259572516
198,0.004655117673820985
199,-0.027439946731695142
200,-0.009931260219776805
201,0.012059977186766671
202,0.00012538203293661898
203,0.01698606469622843
204,-0.003297084895731578
205,0.017725292387622757
206,-0.030771189817595523
207,0.013947367037135172
208,-0.0006578847549663092
209,-0.01665665938658986
210,0.005586230000002773
211,-0.027427364132692686
212,-0.0023408073715448785
213,0.0062405251481305185
214,0.004925643552373807
215,0.02228333887626266
216,-0.004564781745229077
217,0.014101503874915253
218,-0.006162771818541066
219,-0.009059915238856686
220,0.012349376963823183
221,0.034409818664880173
222,0.014859605464813283
223,-0.006414423798590196
224,-0.00476295767951776
225,-0.019679628796930054
226,0.004884750105615815
227,0.005517025705489259
228,0.0057529494367853234
229,-0.00856919387776088
230,-0.020585575925106916
231,0.005872484127308661
232,0.010565793555224953
233,-0.000443980571924546
234,0.01760890334685003
235,-0.032362888591406284
236,0.010839465083528399
237,-0.0020136597974810128
238,-0.0015009188881308921
239,-0.012277914933734965
240,0.008049273754733646
241,-4.4395708795330613e-07
242,-0.026096754288182894
243,-0.005401524578892439
244,0.011522071079411667
245,0.006341185940150165
246,0.008146788897002682
247,0.01721569712802326
248,-0.00695862120544645
249,-0.01000046451429032
250,-0.004561636095478466
251,0.0030099428542497836
252,0.007146472276307381
253,-0.0012870147050891428
254,-0.009371334564167486
255,0.006426118483416746
256,0.0038120835406563885
257,0.0024405802493886325
258,-0.002825237433139449
259,-0.014954862871507602
260,0.0027362713259463517
261,0.014658283880773962
262,-4.4395708795330613e-07
263,-0.001658201375661611
